index,reason,prediction,label
10,"The text discusses historical restrictions on women's rights, particularly focusing on abortion, financial independence, and contraception. These issues are primarily related to the dimension of Ethical Pursuit (I5), where the text highlights past restrictions that align with Ethical Conservatism. The text does not directly address other dimensions such as Political Regime, State Structure, Economic Orientation, etc., making them unrelated in this context.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3]"
11,"The text emphasizes that American vaccines should be prioritized for Americans, reflecting a stance on national priorities and resource allocation. This relates to I8 (Diplomatic Strategy) and I12 (Personal Right). The text leans towards Isolationism (I8) by suggesting a focus on domestic needs over international considerations. It also touches on Individual Right (I12) by implying that Americans have a right to access vaccines before others. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, military force, social development, or justice orientation.","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0]"
12,"The text discusses protests related to abortion, which is directly related to the Ethical Pursuit dimension (I5). The mention of 'pro-choice neighbors' and 'pro-abort neighbors' suggests a stance that leans towards Ethical Liberalism, supporting abortion rights. Other dimensions such as Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10), Justice Orientation (I11), and Personal Right (I12) are unrelated as the text does not address these topics.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 2]"
13,"The text expresses dissatisfaction with the current President but does not provide specific ideological stances on the given dimensions. The mention of COVID-19 and the coronavirus does not directly relate to any of the predefined ideological dimensions. Therefore, all dimensions are marked as unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
14,"The text discusses a humanitarian truce in Yemen, which is related to diplomatic strategy (I8) and military force (I9). The announcement of a truce under the UN's auspices suggests a globalist approach to foreign policy, indicating a left stance on I8. The cessation of military operations aligns with a pacifist stance, indicating a left stance on I9. Other dimensions are unrelated to the content of the text.","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
15,"The text criticizes liberals for their stance on vaccines, contrasting it with their pro-choice position on abortion. This relates to the dimension of Ethical Pursuit (I5), where the text implies a conservative critique of liberal ethical stances. The text does not directly address other dimensions, making them unrelated.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
16,"The text discusses abortion and late-term abortion, which is related to the Ethical Pursuit dimension (I5). The stance is against late-term abortion, aligning with Ethical Conservatism. The text also criticizes the Democrat party, suggesting a political stance, but it does not explicitly discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right. Therefore, these dimensions are unrelated.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
17,"The text primarily relates to the Ethical Pursuit dimension (I5) as it discusses the anti-abortion movement, which aligns with Ethical Conservatism. The mention of continuous struggle and community building also touches on the Social Development dimension (I10), suggesting a Reformism approach rather than Revolutionism. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, justice orientation, or personal right.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
18,"The text critiques the government's stance on self-identification and its impact on women's rights without specifying explicit ideologies related to most dimensions. However, it touches on 'Personal Right' (I12) by questioning the balance between individual rights (self-id) and social responsibilities (protection of women's rights). The stance suggests a concern with prioritizing individual rights over broader social responsibilities.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
19,"The text discusses the Minsk peace deal and its implementation difficulties in the context of the conflict in Donbas, involving Russia, Ukraine, and the West. This primarily relates to the dimension of Diplomatic Strategy (I8), as it involves international relations and foreign policy. The text does not express a clear stance on the left or right of this dimension but rather highlights the complexity and challenges in implementing an international agreement, suggesting a neutral or center position. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, military force, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0]"
20,"The text focuses on local advocacy efforts to increase access to care for immigrant children, mentioning access to insurance and programs like SNAP and WIC. This suggests a focus on social responsibility and outcome equality, which are related to dimensions I4 (Economic Equality) and I12 (Personal Right). The text does not explicitly address other dimensions such as Political Regime, State Structure, or Military Force, making them unrelated.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
21,"The text expresses support for a woman's right to choose, which is related to the Ethical Pursuit dimension (I5). The stance aligns with Ethical Liberalism, advocating for individual freedoms in personal matters such as abortion. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
22,"The text discusses an increase in oil prices, specifically diesel and gasoline, which is a matter of economic policy and market dynamics. However, it does not explicitly express any ideological stance on the dimensions provided. The content is factual and does not advocate for any particular political, economic, or social ideology.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,"The text discusses the Inflation Reduction Act (IRA) and its focus on environmental data collection to guide federal spending on environmental issues. This relates to the dimension of Economic Orientation (I3) as it implies government involvement in economic decisions regarding environmental issues, leaning towards a Command Economy. Other dimensions are unrelated as the text does not address political regime, state structure, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,"The text primarily relates to the dimension of Ethical Pursuit (I5), as it discusses issues related to sexual orientation and preferences, which are central to ethical liberalism and conservatism. The text criticizes individuals who support social movements like #BlackLivesMatter but express personal preferences that contradict the principles of equality and inclusivity, suggesting a stance that leans towards ethical liberalism. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
25,"The text discusses the use of digital technology for decarbonization and collaboration between industry leaders and entrepreneurs from China and Europe for a greener future. It does not explicitly address political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right. Therefore, all dimensions are unrelated to the content of the text.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
26,"The text discusses the impact of the Russia-Ukraine situation on technical analysis, indicating a focus on international relations and potential military conflict. This relates to the dimensions of Diplomatic Strategy (I8) and Military Force (I9). The text does not express a clear stance on either dimension but acknowledges the significant influence of the situation, suggesting a neutral or center position. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, social development, justice orientation, or personal rights.","[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
27,"The text primarily relates to the dimension I5 (Ethical Pursuit), where the user identifies as pro-choice but criticizes the left for not understanding the pro-life perspective. This indicates a nuanced stance that acknowledges ethical liberalism (pro-choice) while also recognizing ethical conservatism (pro-life). The text does not significantly relate to other dimensions.","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
28,"The text discusses the impact of Biden's signing of the Inflation Reduction Act, which includes climate change initiatives, on a renewable energy IPO. This relates to the dimension of Economic Orientation (I3) as it suggests government involvement in economic decisions regarding climate change. It also touches on Political Regime (I1) indirectly by implying support for government intervention in the economy, which leans towards socialism. The other dimensions are unrelated as the text does not discuss state structure, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights.","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,"The text is a social media post about a study of Short-eared owls and includes hashtags related to nature, art, and birding. It does not express any political, economic, ethical, or social ideologies. Therefore, all dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
30,"The text discusses immigration policies and their perceived effects on domestic issues such as unemployment and housing, reflecting a stance on Political Regime (I1), Economic Orientation (I3), and Social Development (I10). The criticism of lax immigration enforcement suggests a preference for stricter controls, aligning more with right-leaning views on these dimensions.","[3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
31,"The text emphasizes the protection and representation of women's rights, particularly in sports, which relates to the dimension of Personal Right (I12). The stance leans towards emphasizing individual rights, especially for women, indicating a right-leaning perspective. Other dimensions such as Political Regime (I1), State Structure (I2), Economic Orientation (I3), Economic Equality (I4), Ethical Pursuit (I5), Church-State Relations (I6), Cultural Value (I7), Diplomatic Strategy (I8), Military Force (I9), Social Development (I10), and Justice Orientation (I11) are unrelated as the text does not discuss these topics.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
32,"The text primarily discusses the abundance of oil in California and criticizes climate-related concerns, which relates to the Political Regime (I1) and Economic Orientation (I3) dimensions. The mention of 'Climate Karen’s Amazon' suggests a critique of environmental policies, aligning with a capitalist stance (I1) and a market economy (I3). The emphasis on local products ('Local honey #buylocal') hints at a preference for local economic activities, which can be seen as a nod towards individualism (I7) but is not strongly indicative of either collectivism or individualism. Other dimensions are unrelated as the text does not address them directly.","[3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
33,"The text discusses the delays in the green card process and their impact on immigrant children, advocating for reducing these delays to prevent wastage of visas. This primarily relates to the dimension of Personal Right (I12), where the emphasis is on protecting individual rights, particularly those of immigrants. The text does not directly address other dimensions such as Political Regime, State Structure, Economic Orientation, etc., making them unrelated to the analysis.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
34,"The text discusses Hillary Clinton's choice of Tim Kaine as Vice President, who is anti-abortion, and mentions Clinton's pro-choice stance influenced by her Methodist upbringing. This primarily relates to the dimension of Ethical Pursuit (I5), where Clinton's pro-choice stance aligns with Ethical Liberalism (Left), while Kaine's anti-abortion stance aligns with Ethical Conservatism (Right). Other dimensions are unrelated as the text does not provide information on political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
35,"The text discusses the Inflation Reduction Act and its impact on climate change, indicating a focus on government intervention in economic and environmental issues. This relates to the dimensions of Political Regime (I1), Economic Orientation (I3), and Social Development (I10). The president's statement suggests a belief in significant government action to address climate change, aligning with Socialism (I1), Command Economy (I3), and Revolutionism (I10). Other dimensions are unrelated as they are not addressed in the text.","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
36,"The text discusses political strategies and mentions a pro-choice Republican, indicating relevance to Political Regime (I1), State Structure (I2), and Ethical Pursuit (I5). The mention of election fraud and party dynamics suggests a focus on political maneuvering rather than clear left or right stances, hence center labels for related dimensions. Other dimensions are unrelated as they are not addressed in the text.","[2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
37,"The text discusses the 'me too' movement and feminism, suggesting a critique or skepticism towards these movements, implying a stance on ethical pursuit (I5) and cultural value (I7). The mention of 'misandrist' indicates a possible opposition to the ethical liberalism associated with these movements, leaning towards ethical conservatism. The text does not directly address other dimensions such as political regime, state structure, economic orientation, etc., making them unrelated.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3]"
38,"The text primarily relates to the dimension of Economic Equality (I4) and Justice Orientation (I11). The statement about going to bed hungry highlights issues of outcome equality and result justice, suggesting a need for fair distribution and treatment in social activities. The hashtags #DontShoot305 and #BlackLivesMatter further emphasize concerns related to justice and equality, particularly in the context of racial issues. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, or personal rights.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
39,"The text primarily discusses the actions of Extinction Rebellion (XR) and their engagement with women's rights issues, indicating a focus on social responsibility and collective action. The mention of 'harassing women' suggests a critique of XR's methods, aligning with a stance on social responsibility and collective action. The text does not directly address political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, or justice orientation. The focus on women's rights and social responsibility aligns with the dimension of Personal Right (I12), emphasizing social responsibility over individual rights.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
40,"The text primarily relates to I5 (Ethical Pursuit) due to the mention of 'pro-choice,' which aligns with Ethical Liberalism (Left). Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
41,"The text primarily relates to the dimension I5 (Ethical Pursuit) as it discusses the support for abortion rights, which aligns with Ethical Liberalism. The text does not provide information related to other dimensions.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
42,"The text discusses the #InflationReductionAct, which allocates funds for the USPS to purchase electric vehicles, indicating a preference for government intervention in economic decisions (I3) and a focus on environmental sustainability, which aligns with left-leaning economic policies. The mention of 'Biden' and 'ActOnClimate' suggests support for government-led initiatives to address climate change, which is typically associated with left-leaning views on environmental issues. However, the text does not provide clear stances on other dimensions such as political regime, state structure, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
43,"The text primarily addresses issues related to ethical pursuit (I5) and personal right (I12). The author expresses confusion and skepticism about gender identity, which aligns with ethical conservatism (I5) by questioning the acceptance of gender fluidity and same-sex marriage. This stance is more conservative, hence labeled as right (3). The text does not directly address other dimensions, making them unrelated (0).","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
44,"The text criticizes Biden and the Democrats, suggesting dissatisfaction with their policies and moral standards. It also promotes Bernie Sanders, indicating a preference for his policies, which are generally associated with socialism and collectivism. The hashtags #BernieIsOurFDR and #NotMeUs suggest support for socialist policies and collectivism. The mention of #45PrefersCorporationsNotHumans indicates a critique of capitalism and corporate influence, aligning with socialist views. The text does not directly address dimensions I2, I5, I6, I8, I9, I10, I11, and I12, making them unrelated.","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
45,"The text focuses on the topic of abortion and the overturning of Roe v. Wade, which is directly related to the Ethical Pursuit dimension (I5). The stance expressed is in favor of restricting abortion, aligning with Ethical Conservatism. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, etc.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
46,"The text mentions the individual's mother was an evangelical who believed in a woman’s right to choose and disliked Trump, indicating a stance on ethical liberalism (I5) and a political alignment against Trump, which is often associated with left-leaning views. The hashtags #wtpBLUE and #VoteBlueIn2022 suggest support for the Democratic Party, which aligns with left-leaning political ideologies. Other dimensions are unrelated as the text does not discuss political regime, state structure, economic orientation, economic equality, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
47,"The text discusses the importance of civil rights movements and implicitly highlights the role of Black women in these movements. It does not directly address political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal right. Therefore, all dimensions are unrelated to the text.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
48,"The text emphasizes the right of individuals to carry firearms for self-defense, which aligns with the Right stance on Personal Right (I12) by prioritizing individual rights over social responsibilities. It also indirectly supports a Market Economy (I3) by suggesting that individuals should have the freedom to make their own security decisions without government intervention. The text does not directly address other dimensions, making them unrelated.","[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
49,"The text discusses issues related to economic equality and social responsibility, particularly focusing on the distribution of resources and reparations. It criticizes the allocation of financial support to refugees while suggesting that African Americans, represented by George Floyd and his family, are not receiving adequate reparations. This relates to Dimension I4 (Economic Equality) and Dimension I12 (Personal Right). The stance leans towards advocating for outcome equality (I4) and emphasizes individual rights (I12) in the context of reparations and social justice.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
50,"The text criticizes the British monarchy, describing it as outdated and anti-democratic, which suggests a stance against traditional and centralized political structures. This relates to I2 (State Structure) and I6 (Church-State Relations), where the monarchy represents a centralized and potentially sectarian authority. The text does not directly address other dimensions such as economic orientation, ethical pursuit, or military force, making them unrelated.","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
51,"The text discusses women's rights to work and study, which relates to the dimension of Personal Right (I12). The demonstrators emphasize individual rights, aligning with the right side of this dimension. Other dimensions are unrelated as the text does not address political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, or justice orientation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3]"
52,"The text primarily relates to the dimension of Ethical Pursuit (I5), where it contrasts societal attitudes towards parental responsibilities and abortion. The text criticizes the perceived double standard in societal judgment, suggesting a stance that leans towards Ethical Conservatism, which restricts individuals’ behavior based on moral norms. Other dimensions are unrelated as the text does not discuss political regimes, state structures, economic orientations, etc.","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1]"
53,"The text primarily focuses on condemning violence and questioning the consistency of those who criticize political leaders. It does not explicitly address political regime, state structure, economic orientation, economic equality, ethical pursuit, church-state relations, cultural value, diplomatic strategy, military force, social development, justice orientation, or personal rights. Therefore, all dimensions are unrelated to the content of the text.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
54,"The text emphasizes the importance of protecting democratic systems and elections, which relates to the dimension of Political Regime (I1) and State Structure (I2). It opposes actions that could damage democracy, aligning with a left-leaning stance on these dimensions. The text does not directly address other dimensions, making them unrelated.","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
55,"The text discusses the termination of a USAF veteran for her choice not to get the COVID vaccine, which touches on issues of personal rights and ethical liberalism. The dimension I5 (Ethical Pursuit) is related as it involves the debate over individual choices regarding health and personal beliefs, leaning towards ethical liberalism. The dimension I12 (Personal Right) is also related as it highlights the conflict between individual rights and social responsibilities, leaning towards individual rights.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
56,"The text primarily addresses issues related to ethical pursuit (I5) and personal rights (I12), with a strong stance against restrictions on abortion and contraception, which aligns with ethical liberalism and individual rights. The mention of 'pro-patriarchy' and taking away power from women suggests a critique of traditional moral norms and a push for greater individual autonomy, particularly for women. The text does not directly address other dimensions such as political regime, state structure, economic orientation, etc., making them unrelated.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
57,"The text is a promotional advertisement for a security company, offering discounts to new customers. It does not express any ideological stance related to the given dimensions. Therefore, all dimensions are unrelated.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
